keyword,location,page,position,company,jobkey,jobTitle,jobDescription
software engineer,California,6,0,,348d56ed7f9a795b,,"<div>
 <p>We are currently seeking a <b>Software Verification and Validation Engineer 1</b> who will be responsible for testing software for highly complex medical devices/instrumentation for IVD Product Development and IVD Product Testing.</p> 
 <ul>
  <li>The schedule for the position is Tuesday - Saturday, hours will be 2 PM – 11 PM.</li>
 </ul> 
 <br> 
 <b>Duties &amp; Responsibilities:</b> 
 <ul> 
  <li>Design and development of test protocols for new and advanced features.</li> 
  <li>Apply experience with black box testing to plan, write test cases, test reports, and test software and hardware requirements for a Class II Medical Device.</li> 
  <li>Write technical test protocols and technical reports.</li> 
  <li>Perform Verification and Validation testing in an FDA/UL regulated environment.</li> 
  <li>Assist with all aspects of medical device life cycle process, IEC 62304.</li> 
  <li>Troubleshoot product problems, improvements or field complaints.</li> 
  <li>Review data and recommend courses of action.</li> 
  <li>Assist with root cause analysis.</li> 
  <li>Support Regulatory Affairs for 510(k).</li> 
  <li>Perform laboratory work to assure completion in accordance with established safety procedures and applicable regulatory regulations.</li> 
  <li>Ensure software validation procedures and guidelines are maintained and kept current with FDA guidelines.</li> 
  <li>Work with molecular diagnostic technology and nucleic acid amplification.</li> 
  <li>Develop V&amp;V technical plans and protocols.</li> 
  <li>Review SOPs for compliance.</li> 
  <li>Assist with tools validation.</li> 
  <li>Mentor junior team members in daily tasks, providing feedback as needed.</li> 
  <li>Work hours are from 2 PM to 11PM, Tuesday through Saturday, 40 hours per week.</li> 
 </ul> 
 <p><b>Education/Experience:</b></p> 
 <ul> 
  <li>Master's Degree or bachelor’s degree in Systems Engineering, Biomedical Engineering, or related field.</li> 
  <li>At least one year of software testing experience.</li> 
  <li>Hologic will accept any suitable combination of education, training, and/or experience.</li> 
 </ul> 
 <p><b>Skills:</b></p> 
 <ul> 
  <li>Experience with one or more of the following is preferred:</li> 
  <li>FDA/UL software validation guidelines;</li> 
  <li>Complex instrumentation platform;</li> 
  <li>Evaluation methods in the design, development and debugging of SW programs;</li> 
  <li>IVD Product Development and IVD Product Testing;</li> 
  <li>Molecular diagnostic technology and nucleic acid amplification;</li> 
  <li>Medical device software life cycle process, IEC 62304;</li> 
  <li>Writing technical test protocols and technical reports; and</li> 
  <li>Black box testing.</li> 
 </ul> 
 <p><b>Additional Details:</b></p> 
 <ul> 
  <li>Candidate must be physically capable and willing to work in a lab environment 6-7 hours/day performing system level manual testing on a complex instrumentation platform.</li> 
  <li>Candidate will be required to work in the 2 PM – 11 PM shift</li> 
  <li>Candidate will be required to work in the Tuesday – Saturday</li> 
 </ul> 
 <p>The annualized base salary range for this role is $65,000 to $97,000 and is bonus eligible. Final compensation packages will ultimately depend on factors including relevant experience, skillset, knowledge, geography, education, business needs and market demand.</p> 
 <p><b> Agency And Third Party Recruiter Notice</b></p> 
 <p> Agencies that submit a resume to Hologic must have a current executed Hologic Agency Agreement executed by a member of the Human Resource Department. In addition, Agencies may only submit candidates to positions for which they have been invited to do so by a Hologic Recruiter. All resumes must be sent to the Hologic Recruiter under these terms or they will not be considered.</p> 
 <p> Hologic, Inc. is proud to be an Equal Opportunity Employer inclusive of disability and veterans.</p> 
 <p> #LI-RF1 #entry-level</p>
</div>"
software engineer,California,4,14,,f5d538032f5c5923,,"<div>
 <div>
  <div>
   <div>
    <h2 class=""jobSectionHeader""><b>Summary</b></h2> 
    <div>
     <div>
      Posted: Oct 24, 2023
     </div> 
     <div>
      Weekly Hours: 
      <b>40</b>
     </div> 
     <div>
      Role Number:
      <b>200513630</b>
     </div> 
    </div>
    <div>
     Get ready to do something great when you join the Apple Identity Management team that’s responsible for all of Apple’s identity and access management. The people who work here have re-invented and defined the security standards for protecting customer data with innovative software solutions. The same dedication to innovation is also applied to our business practices - leaving the world a more secure place than we found it. Do you want to help deliver the next innovation in security and user experience for Apple? Our teams foster a collaborative environment with creative, smart &amp; fun people using state of the art technologies. Engineering excellence is expected. Come and join us in building solutions that have a worldwide impact.
    </div> 
   </div>
  </div>
 </div>
 <div>
  <div>
   <div>
    <div>
     <div>
      <h2 class=""jobSectionHeader""><b>Key Qualifications</b></h2> 
     </div>
     <div>
      <div>
       <ul>
        <li>Passion for computer science and software engineering</li> 
        <li>Experience with data security and encryption techniques</li> 
        <li>Experience with rule engines and complex event processing</li> 
        <li>Experience with fault tolerant ReSTful web services</li> 
        <li>This job requires superb communication skills to work cross functionally with other organizations within and outside of Apple as well as presentation skills and attention to detail</li> 
        <li>Loves fast paced environment and learning new technologies</li> 
        <li>Deeply concerned about excellence and perfection in products and services</li> 
       </ul>
      </div>
     </div>
    </div>
   </div>
  </div>
  <div>
   <div>
    <div>
     <div>
      <h2 class=""jobSectionHeader""><b>Description</b></h2> 
     </div>
     <div>
      <div>
       Identity Management Services (IdMS) provides mission critical authentication, authorization, customer profile, device identity, and trust services for Apple customers across macOS, iOS, watchOS, and tvOS. IdMS is integrated with hundreds of Apple services including iCloud, iTunes, Retail, Online stores, and processes transactions at internet- scale. IdMS is also the centralized enterprise identity and access management platform for all applications serving Apple. We are seeking a skilled computer engineer with passion for security engineering. We desire a self-motivated individual who can thrive in an Agile environment, while interacting and communicating effectively with other team members. This position requires extensive experience implementing advanced Computer Science paradigms and sound analytical ability. • You should have the ability to handle conflicting project demands and thrive in a fast-paced environment. • You should enjoy challenging and innovative projects and thrive in a fast-paced environment where accountability is paramount. • Maintain and improve existing applications in response to business needs. • Strong curiosity and a willingness to learn and talk about emerging technologies along with a positive and enthusiastic engagement style. • Demonstrate innovative and creative thinking capabilities and also have sharp troubleshooting skills.
      </div> 
     </div>
    </div>
   </div>
  </div>
  <div>
   <div>
    <div>
     <div>
      <h2 class=""jobSectionHeader""><b>Education &amp; Experience</b></h2> 
     </div>
     <div>
      <div>
       Bachelor's degree(B.S) or Masters (M.S) in Computer Science, or equivalent experience
      </div> 
     </div>
    </div>
   </div>
  </div>
  <div>
   <div>
    <div>
     <div>
      <h2 class=""jobSectionHeader""><b>Additional Requirements</b></h2> 
     </div>
    </div>
   </div>
  </div>
  <div></div>
  <div>
   <div>
    <div>
     <div>
      <h2 class=""jobSectionHeader""><b>Pay &amp; Benefits</b></h2> 
     </div>
     <div>
      <div>
       <ul>
        <li>At Apple, base pay is one part of our total compensation package and is determined within a range. This provides the opportunity to progress as you grow and develop within a role. The base pay range for this role is between $116,100 and $208,300 annualized, and your base pay will depend on your skills, qualifications, experience, and location.<br> <br> Apple employees also have the opportunity to become an Apple shareholder through participation in Apple’s discretionary employee stock programs. Apple employees are eligible for discretionary restricted stock unit awards, and can purchase Apple stock at a discount if voluntarily participating in Apple’s Employee Stock Purchase Plan. You’ll also receive benefits including: Comprehensive medical and dental coverage, retirement benefits, a range of discounted products and free services, and for formal education related to advancing your career at Apple, reimbursement for certain educational expenses — including tuition. Additionally, this role might be eligible for discretionary bonuses or commission payments as well as relocation. Learn more about Apple Benefits.<br> <br> Note: Apple benefit, compensation and employee stock programs are subject to eligibility requirements and other terms of the applicable plan or program.</li>
       </ul>
      </div>
     </div>
    </div>
   </div>
  </div>
 </div>
</div>"
software engineer,California,3,14,,cb96bdaafd67c6d2,,"<div>
 <div>
  <div>
   <div>
    <h2 class=""jobSectionHeader""><b>Summary</b></h2> 
    <div>
     <div>
      Posted: Aug 21, 2023
     </div> 
     <div>
      Weekly Hours: 
      <b>40</b>
     </div> 
     <div>
      Role Number:
      <b>200407347</b>
     </div> 
    </div>
    <div>
     At Claris, an Apple company, we’re on a mission to empower developers to be their best – solving critical technology problems efficiently to innovate in their workplace. Bring passion and dedication to your job and make a difference to businesses and schools everywhere. Claris is the creator of the world’s leading professional low-code developer platform, offering a suite of tools that empower problem solvers to drive digital transformation in businesses large and small. The company has more than 1 million active users globally across SMBs, non-profits, and the Fortune 500.
    </div> 
   </div>
  </div>
 </div>
 <div>
  <div>
   <div>
    <div>
     <div>
      <h2 class=""jobSectionHeader""><b>Key Qualifications</b></h2> 
     </div>
     <div>
      <div>
       <ul>
        <li>Candidates should have good communication skills, a passion for software development and a working knowledge of:</li> 
        <li>Go programming language (at least 4 years professional working experience)</li> 
        <li>Strong analytical and problem solving skills</li> 
        <li>Experiences with NoSQL Databases (MongoDB)</li> 
        <li>Micro-service architectures</li> 
        <li>RESTful APIs</li> 
        <li>Containerized software development (Docker, Kubernetes)</li> 
       </ul>
      </div>
     </div>
    </div>
   </div>
  </div>
  <div>
   <div>
    <div>
     <div>
      <h2 class=""jobSectionHeader""><b>Description</b></h2> 
     </div>
     <div>
      <div>
       We are looking for a professional, experienced engineer who has a passion for using Go to build powerful, efficient micro-services that change how Claris Pro operates. This is an opportunity to join a diverse team that focuses on creating high-quality services and solutions. It will require a deep understanding of Cloud concepts as well as building highly scalable micro-service based solutions. To be successful, you will need to focus your creative energy on collaboration, communication and producing high quality deliverables.
      </div> 
     </div>
    </div>
   </div>
  </div>
  <div>
   <div>
    <div>
     <div>
      <h2 class=""jobSectionHeader""><b>Education &amp; Experience</b></h2> 
     </div>
     <div>
      <div>
       Computer Science, Engineering or related Degree or equivalent software engineering experience
      </div> 
     </div>
    </div>
   </div>
  </div>
  <div>
   <div>
    <div>
     <div>
      <h2 class=""jobSectionHeader""><b>Additional Requirements</b></h2> 
     </div>
    </div>
   </div>
  </div>
  <div></div>
  <div>
   <div>
    <div>
     <div>
      <h2 class=""jobSectionHeader""><b>Pay &amp; Benefits</b></h2> 
     </div>
     <div>
      <div>
       <ul>
        <li>At Apple, base pay is one part of our total compensation package and is determined within a range. This provides the opportunity to progress as you grow and develop within a role. The base pay range for this role is between $170,700 and $256,500, and your base pay will depend on your skills, qualifications, experience, and location.<br> <br> Apple employees also have the opportunity to become an Apple shareholder through participation in Apple’s discretionary employee stock programs. Apple employees are eligible for discretionary restricted stock unit awards, and can purchase Apple stock at a discount if voluntarily participating in Apple’s Employee Stock Purchase Plan. You’ll also receive benefits including: Comprehensive medical and dental coverage, retirement benefits, a range of discounted products and free services, and for formal education related to advancing your career at Apple, reimbursement for certain educational expenses — including tuition. Additionally, this role might be eligible for discretionary bonuses or commission payments as well as relocation. Learn more about Apple Benefits.<br> <br> Note: Apple benefit, compensation and employee stock programs are subject to eligibility requirements and other terms of the applicable plan or program.</li>
       </ul>
      </div>
     </div>
    </div>
   </div>
  </div>
 </div>
</div>"
software engineer,California,3,13,,fff284b1fdc263c4,,"<p>SUMMARY</p>
<p>Plans, directs, coordinates, and performs a wide variety of duties in the determination, implementation, optimization, and continuous improvement of new and existing manufacturing processes. Emphasis will be upon design, fabrication, and implementation of automated and semi-automated processes. This will be a hands-on, teamwork-oriented position that will include mentoring the Automation Technicians I and II and others involved with the projects.</p>
<p>ESSENTIAL JOB FUNCTIONS</p>
<ul>
 <li>Identify and implement new automated processes into manufacturing</li>
 <li>Develop new processes or improve existing processes and layouts to improve process capability, yield, ergonomics, safety, reliability, and quality</li>
 <li>Analyze existing processes and implement modifications to reduce costs through improved manufacturability and process ability, efficiency, simplification, and standardization</li>
 <li>Troubleshoot product, facility, equipment, process, and quality problems and design and implement appropriate solutions</li>
 <li>Manage, lead, and coordinate automation projects including schedules and budgets</li>
 <li>Manage projects of various types including defining objectives, tasks, planning, scheduling, prioritizing, and resource allocation</li>
 <li>Occasionally lead and supervise employees to perform project tasks including design, fabrication, programming, and assembly</li>
 <li>Develop and write operation and maintenance instructions and manuals</li>
 <li>Train employees on proper procedures and use of equipment, tools, ergonomics, and safety</li>
 <li>Maintain reliable and consistent attendance, including being punctual, and dependable in order to meet the needs of the department and the organization.</li>
 <li>Execute each essential duty satisfactorily in order to perform job successfully.</li>
 <li>Follows all safety procedures required in work area, wears PPE as needed, attends all safety meetings, and reports safety issues regarding equipment or unsafe/hazardous conditions.</li>
 <li>Performs effectively as a team member, able to work well with others, open to receive and give feedback, and treats everyone with respect.</li>
 <li>Takes ownership of own work and behavior, accepts accountability for own actions, encourages solutions, and communicates status of work/projects.</li>
 <li>Follow all department quality standards/criteria. Raise concerns and issues to immediate manager.</li>
 <li>Able to understand and demonstrate Cambro company culture, display company core values (Safety, Quality, Respect, and Service).</li>
 <li>Understands department’s key performance indicators and contributes to achieve these goals both individually and as a team.</li>
 <li>Other duties as needed or required.</li>
</ul>
<p>ADDITIONAL RESPONSIBILITIES</p>
<ul>
 <li>Must be able to work overtime as needed, remain flexible and open to possible schedule changes in order to meet business needs.</li>
</ul>
<p>Physical Demands</p>
<p>The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.</p>
<p>In this position you may be required to:</p>
<ul>
 <li>Occasionally sit, walk, stand, bend at the neck and/or waist, squat, climb, crawl, kneel, twist at the neck and/or waist, use hands repetitively for simple and power grasping, fine manipulation, pushing &amp; pulling, reaching above and below shoulder level, carrying/lifting up to 75 lbs..</li>
 <li>Drive cars, reach trucks, order pickers, forklifts, and other equipment.</li>
 <li>Work around equipment and machinery.</li>
 <li>Exposure to excessive noise</li>
 <li>Exposure to dust, gas, fumes or chemicals</li>
 <li>Working at heights</li>
 <li>Use of Special visual or auditory protective equipment</li>
 <li>Risk of exposure to bio-hazards while working such as: bloodborne pathogens, sewage, hospital waste, etc.</li>
</ul>
<p>PPE REQUIREMENTS</p>
<ul>
 <li>Safety glasses</li>
 <li>Hair net</li>
 <li>Nitrile Gloves, Chemical Resistant Gloves, Utility gloves/cutting gloves, and Welding Gloves</li>
 <li>Steel-toe slip resistant shoes</li>
 <li>Hardhat or Bump Cap</li>
 <li>Hearing protection (e.g. ear plugs, earmuffs)</li>
 <li>Face shields</li>
</ul>
<p>REQUIRED QUALIFICATIONS</p>
<p>The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.</p>
<ul>
 <li>Bachelor of Science degree in Mechanical, Manufacturing, Automation, or Industrial Engineering or verifiable experience and vocational training in automation applications with a minimum 10 years manufacturing engineering experience, preferably in an injection molding environment or equivalent combination of education and experience.</li>
 <li>Ability to apply concepts of advanced math and geometry including statistics. Must be able to analyze and make decisions based upon collected data.</li>
 <li>2D or 3D drawing capability for automated equipment design on AutoCAD or SolidWorks required</li>
 <li>Basic knowledge and understanding of most industrial codes required (ANSI, ADA, OSHA, NEC, NFPA, IBC, ISO, DIN)</li>
 <li>Ability to program and troubleshoot PLC controllers, HMI units, and 6 axis robots</li>
 <li>Ability to set-up, program, and troubleshoot Star Automation and/or Yushin robots</li>
 <li>Ability to design and write electrical schematics</li>
 <li>Ability to design, fabricate, and wire electrical control panels</li>
 <li>Ability to implement and program servo and stepper motor systems</li>
 <li>Intermediate with Microsoft Word, Excel, Project, and PowerPoint.</li>
 <li>Digital photography and file manipulation of digital images experience required</li>
 <li>Working knowledge of pneumatic control circuits and electro-pneumatic troubleshooting, electrical control panel assembly and wiring, electrical control circuit design and troubleshooting, PLC programming and troubleshooting.</li>
 <li>Ability to travel to multiple facilities and suppliers in the US and possibly internationally.</li>
 <li>Ability to manage multiple conflicting and sometime changing priorities PREFERRED QUALIFICATIONS</li>
 <li>Proficient in safe operation of conventional mills and lathes for fabrication of machine components and fixtures. Must be able to maintain close machining tolerances.</li>
</ul>
<p>CAMBRO is proud to be an equal opportunity workplace. All qualified applicants will receive consideration for employment without regard to and will not be discriminated against based upon race, color, religion, national origin, gender, sexual orientation, gender identity, age, physical or mental disability, genetic information, military or veteran status, or other characteristics protected by law.</p>
<p>Job Type: Full-time</p>
<p>Pay: $80,000.00 - $105,000.00 per year</p>
<p>Benefits:</p>
<ul>
 <li>401(k)</li>
 <li>401(k) matching</li>
 <li>Dental insurance</li>
 <li>Health insurance</li>
 <li>Life insurance</li>
 <li>Paid time off</li>
 <li>Tuition reimbursement</li>
 <li>Vision insurance</li>
</ul>
<p>Schedule:</p>
<ul>
 <li>8 hour shift</li>
 <li>Monday to Friday</li>
</ul>
<p>Application Question(s):</p>
<ul>
 <li>Do you have knowledge of plastic injection machines?</li>
 <li>What are your salary expectations?</li>
 <li>What design/drawing software are you proficient with?</li>
 <li>What industrial codes do you have basic knowledge and understanding of?</li>
</ul>
<p>Education:</p>
<ul>
 <li>Associate (Preferred)</li>
</ul>
<p>Experience:</p>
<ul>
 <li>Manufacturing: 1 year (Required)</li>
 <li>Manufacturing Automation Occupations: 1 year (Preferred)</li>
</ul>
<p>Work Location: Multiple locations</p>"
software engineer,California,3,12,,76bebbd1535c9f58,,"<div>
 Sr .Net Developer 
 <div>
  If you are a Sr .Net Developer with experience in Azure, please read on!
 </div>
 <h4 class=""jobSectionHeader""><b> Top Reasons to Work with Us</b></h4>
 <div>
   -This is expected to be a 1+ year assignment-
  <br> -You will work full-time on-site in San Bernardino for the first two months, with the possibility of working a hybrid location thereafter-
  <br> -Rate range: 1099 or C2C = $75 - $90 W2 = $65 - $80-
 </div>
 <h4 class=""jobSectionHeader""><b> What You Need for this Position</b></h4>
 <div>
   Must Have 
  <br> ""5 - 7 + years experience using .Net, C#, JavaScript libraries, Azure, SQL, GIT, Python, Powershell, JSON and Blazor.
  <br> ""Experience with RESTful API development, SOAP, REST, JSON
  <br> ""Experience with Azure SQL Databases
  <br> ""Experience with Azure Technologies: Logic Apps, DevOps, CI/CD, Data Factory, Repos
  <br> ""Experience creating database schemas, SQL queries, Stored Procedures.
  <br> Nice to Have
  <br> ""Bachelor's degree in Computer Science, or related field.
  <br> ""Microsoft Certified: Azure Developer Associate
  <br> ""Experience with VB.Net, ASP.NET Core web services, and VB6 COM objects
  <br> ""Experience with Azure Boards
 </div>
 <h4 class=""jobSectionHeader""><b> What You Will Be Doing</b></h4>
 <ul>
  <li>Design and develop web applications and interfaces as needed</li>
  <li>Create detailed project documents including but not limited to a Design/Deployment documents, configuration document and other technical documentation</li>
  <li>Design, develop, test, and implement web applications from functional requirements</li>
  <li>Re-write existing system interfaces using modern application design</li>
  <li>Design databases in Azure SQL and other relational databases</li>
  <li>Develop new or support existing Database ETL processes</li>
  <li>Maintain code quality, CI (Continuous Integration), versioning with reusable and reliable code</li>
 </ul>
 <div>
   So, if you are a Sr .Net Developer with experience in Azure, please apply today!
 </div>
 <ul></ul>
 <p>Applicants must be authorized to work in the U.S.</p>
 <b><br> CyberCoders is proud to be an Equal Opportunity Employer</b>
 <br> 
 <br> All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.
 <br> 
 <br> 
 <b>Your Right to Work</b> – In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.
</div>"
software engineer,California,3,11,,a1d557332bdcd8fc,,"<div>
 <div>
  <div>
   <div>
    <h2 class=""jobSectionHeader""><b>Summary</b></h2> 
    <div>
     <div>
      Posted: Sep 28, 2023
     </div> 
     <div>
      Weekly Hours: 
      <b>40</b>
     </div> 
     <div>
      Role Number:
      <b>200506438</b>
     </div> 
    </div>
    <div>
     iPhone is the most popular camera in the world, and the Photos team builds a set of best in class features to highlight the amazing images that it can produce. The flawless integration of software and hardware has led to magical experiences in features like Memories, People &amp; Pets and Portrait Mode. The Photos team focuses on building new user-experiences that also leverage computer vision and machine learning based image processing. Our team works hard on products that ship to millions of people - We are looking for people who want to do the same!
    </div> 
   </div>
  </div>
 </div>
 <div>
  <div>
   <div>
    <div>
     <div>
      <h2 class=""jobSectionHeader""><b>Key Qualifications</b></h2> 
     </div>
     <div>
      <div>
       <ul>
        <li>Proven programming fundamentals and knowledge of object-oriented programming</li> 
        <li>Have built projects using Objective-C or Swift and experience with iOS, macOS, and/or tvOS SDKs</li> 
        <li>Good sense of UI design and a passion to focus on every detail, large and small</li> 
        <li>Excels at solving and debugging hard problems</li> 
        <li>Enjoys working with, learning from, and mentoring teammates from different disciplines and backgrounds</li> 
       </ul>
      </div>
     </div>
    </div>
   </div>
  </div>
  <div>
   <div>
    <div>
     <div>
      <h2 class=""jobSectionHeader""><b>Description</b></h2> 
     </div>
     <div>
      <div>
       Our team focuses on building experiences that allow users to browse their photos and relive their best experiences through the Photos app. This includes features such as Memories, Live Photo Effects, For You and the Photos tab (Years, Months, Days, All). We also build features that our users love like Albums, People &amp; Pets, Search and the system image picker. Our team develops features across the iOS, macOS and tvOS platforms. We're looking for an engineer who is excited to help create new experiences for our users to relive their content. As users are capturing and keeping more and more content, we want to make sure we provide innovative and scalable ways of enjoying this content. These features touch the lives of millions of customers and we work closely with design, computer vision, and machine learning technologies to build something great!
      </div> 
     </div>
    </div>
   </div>
  </div>
  <div>
   <div>
    <div>
     <div>
      <h2 class=""jobSectionHeader""><b>Education &amp; Experience</b></h2> 
     </div>
     <div>
      <div>
       Bachelor Degree in Computer Science or equivalent.
      </div> 
     </div>
    </div>
   </div>
  </div>
  <div>
   <div>
    <div>
     <div>
      <h2 class=""jobSectionHeader""><b>Additional Requirements</b></h2> 
     </div>
    </div>
   </div>
  </div>
  <div></div>
  <div>
   <div>
    <div>
     <div>
      <h2 class=""jobSectionHeader""><b>Pay &amp; Benefits</b></h2> 
     </div>
     <div>
      <div>
       <ul>
        <li>At Apple, base pay is one part of our total compensation package and is determined within a range. This provides the opportunity to progress as you grow and develop within a role. The base pay range for this role is between $138,900 and $256,500, and your base pay will depend on your skills, qualifications, experience, and location.<br> <br> Apple employees also have the opportunity to become an Apple shareholder through participation in Apple’s discretionary employee stock programs. Apple employees are eligible for discretionary restricted stock unit awards, and can purchase Apple stock at a discount if voluntarily participating in Apple’s Employee Stock Purchase Plan. You’ll also receive benefits including: Comprehensive medical and dental coverage, retirement benefits, a range of discounted products and free services, and for formal education related to advancing your career at Apple, reimbursement for certain educational expenses — including tuition. Additionally, this role might be eligible for discretionary bonuses or commission payments as well as relocation. Learn more about Apple Benefits.<br> <br> Note: Apple benefit, compensation and employee stock programs are subject to eligibility requirements and other terms of the applicable plan or program.</li>
       </ul>
      </div>
     </div>
    </div>
   </div>
  </div>
 </div>
</div>"
software engineer,California,3,10,,51dbafe3a6dc27d2,,"<div>
 <p><b>Responsibilities: </b></p>
 <ul>
  <li>Audio Integration, bring up. </li>
  <li>Customer communication. </li>
  <li>Work as individual contributor and ownership for the deliverables. </li>
  <li>Enable Audio use cases for Smart Wearables. </li>
 </ul>
 <p><b>Requirements: </b></p>
 <ul>
  <li>Experience in Audio HAL. </li>
  <li>Good knowledge on audio integration. </li>
  <li>Understanding of audio data and control flow from playback and capture application to the corresponding audio devices. </li>
  <li>Understanding of tinyAlsa, Audio FE/BE, machine driver. </li>
  <li>Understanding of audio codec integration/flow. </li>
  <li>Sound knowledge on Audio formats, able to understand and analyze audio data. </li>
  <li>Hands-on experience on any RTOS, like FreeRTOS. </li>
  <li>Hands-on experience on any use case creation on DSP or ARM based SoCs. </li>
  <li>Hands-on experience on debugging in RTOS using JTAG. </li>
  <li>Understanding on I2S, TDM, SPI, UART, And BT. </li>
  <li>Understanding of Android build system.</li>
 </ul>
</div> 
<br>Audio HAL,Audio Integration,RTOS
<br>
<div></div>"
software engineer,California,3,9,,43e096167abc8fc6,,Ackend Focussed Full stack Engineer with Retail Background and POS experience
software engineer,California,3,8,,af9d05716053b617,,"<div>
 <p><b>Ciena is committed to our people-first philosophy. Our teams enjoy a culture focused on prioritizing a personalized and flexible work environment that empowers an individual’s passions, growth, wellbeing and belonging. We’re a technology company that leads with our humanity—driving our business priorities alongside meaningful social, community, and societal impact. </b></p>
 <p></p>
 <p>Looking for a Junior Engineer to help with progressing our Secure Software Design Procedures. The successful candidate will help review code for potential security exploits and help fix them. The role will further expand to other areas of the Security team as the candidate's skills mature.</p>
 <p></p>
 <p><b> At Ciena, we are committed to building and fostering an environment in which our employees feel respected, valued, and heard. Ciena values the diversity of its workforce and respects its employees as individuals. We do not tolerate any form of discrimination.</b></p>
 <p></p>
 <p><b> Ciena is an</b> <b>Equal Opportunity Employer, including disability and protected veteran status.</b></p>
 <p></p>
 <p><b> If contacted in relation to a job opportunity, please advise Ciena of any accommodation measures you may require.</b></p>
</div>"
software engineer,California,3,7,,7918b16ba0a2c3b5,,"<div></div>
<div>
 <div>
  <div>
   <ul>
    <div>
     <div>
      Los Gatos, California
     </div>
    </div>
    <p></p>
    <div>
     <div>
      <div>
       <div>
         Core Engineering
       </div>
      </div>
     </div>
    </div>
   </ul>
  </div>
  <div>
   <div>
     At Netflix, our mission is to Entertain the World. We deliver billions of hours of movies and TV shows per month to more than 247 million members in over 190 countries. Content Engineering builds the products and services used by our internal and external partners to create, launch, and promote our global content. Our products enable the entire workflow of content production, from pitch to play, and provide innovative new ways to develop and manage entertainment at scale.
   </div>
   <div></div>
   <div>
    <br> You'll have a direct impact on how the Netflix studio creates and promotes shows and with an increasing slate of original content being produced every year, our products manage billions of dollars worth of content-spend. As an L5 backend engineer, you will lead the development of cross-functional projects that enable us to scale our efforts across the globe.
   </div>
   <div></div>
   <div>
    <h2 class=""jobSectionHeader""><b><br> Your Day-to-Day</b></h2>
    <ul>
     <li> Lead cross-functional projects to build new services, tools and data models to operationalize our workflows at scale.</li>
     <li> Lead small teams of engineers to implement new technologies and approaches to streamline and improve our rapid application development tooling and conventions.</li>
     <li> Participate in product reviews and team meetings, providing technical insight and perspective to your cross functional partners. You will scope, estimate, and prioritize between conflicting needs.</li>
     <li> Regularly learn new systems and tools as the Netflix platform and ecosystem evolves, and bring these learnings back to your team to improve our paved path adoption.</li>
     <li> Participate in our on-call rotation and contribute to incident reviews.</li>
    </ul>
   </div>
   <div>
    <h2 class=""jobSectionHeader""><b> You may enjoy working with us if you:</b></h2>
    <ul>
     <li> Are curious about product experiences and motivated to understand how our work impacts our users.</li>
     <li> Love brainstorming with fellow Backend and UI engineers, product designers, product managers, and directly with our users, to understand what they want, figure out what they really need, and finally, what we should build.</li>
     <li> Can deliver top-tier solutions with minimal guidance. You also recognize when you're wrong, learning from your mistakes and moving past them.</li>
     <li> Are selfless and willing to flex across the stack or into a new domain to help a teammate when needed, never thinking “that’s someone else’s job”.</li>
     <li> Strive to embrace best practices and are always searching for opportunities to continually improve.</li>
    </ul>
   </div>
   <div>
    <h2 class=""jobSectionHeader""><b> We would love to work with you if you:</b></h2>
    <ul>
     <li> Are adept at building applications with an Object Oriented language. We work with Java primarily, so an interest in learning and coding in Java is desirable.</li>
     <li> Excel in developing microservice based distributed systems with high availability, throughput, fault tolerance, and performance.</li>
     <li> Are experienced in utilizing relational and non-relational data stores.</li>
     <li> Have a strong sense of independence, bias towards action, and inclination for collaboration. We live by our values, learn more about our unique culture here.</li>
    </ul>
   </div>
   <div></div>
   <div>
    <br> At Netflix, we carefully consider a wide range of compensation factors to determine your personal top of market. We rely on market indicators to determine compensation and consider your specific job, skills, and experience to get it right. These considerations can cause your compensation to vary and will also be dependent on your location.
   </div>
   <div></div>
   <div>
    <br> The overall market range for roles in this area of Netflix is typically $100,000 - $700,000
   </div>
   <div></div>
   <div>
    <br> This market range is based on total compensation (vs. only base salary), which is in line with our compensation philosophy. Netflix is a unique culture and environment. Learn more here.
   </div>
  </div>
 </div>
</div>
<p></p>"
software engineer,California,3,6,,4caa417f1147f537,,"Visual Python 
<br>
<br> Node 3D 
<br>
<br> 
<b>Skills:</b>
<br> 3D Visualization using vpython or node 3d or any other 3D visualization tool 
<br>
<br> Strong Python experience as the backend is written in Python. 
<br>
<br> React or other JS libraries good to have 
<br>
<br> Have a good understanding of UX and Visual Design. 
<br>
<br> Cloud environment is GCP. Not requirement to have GCP."
